coc_id,coc_name,year,median_contract_rent,first_quartile_contract_rent,pit_total,pit_sheltered,pit_unsheltered,acs5_vintage_used,tract_vintage_used
TX-503,Austin/Travis County CoC,2020,1230.44,949.91,2506,932,1574,2020,2020
TX-503,Austin/Travis County CoC,2021,1307.48,1002.46,2954,716,2238,2021,2020
TX-503,Austin/Travis County CoC,2022,1437.27,1101.38,3157,919,2238,2022,2020
TX-503,Austin/Travis County CoC,2023,1542.08,1175.24,2374,1108,1266,2023,2020
TX-503,Austin/Travis County CoC,2024,1620.19,1249.42,2975,1709,1266,2024,2020
TX-600,"Dallas City & County, Irving CoC",2010,730.8,558.48,3710,3509,201,2010,2010
TX-600,"Dallas City & County, Irving CoC",2011,758.8,575.59,3540,3297,243,2011,2010
TX-600,"Dallas City & County, Irving CoC",2012,779.07,588.77,3447,3242,205,2012,2010
TX-600,"Dallas City & County, Irving CoC",2013,801.01,601.17,3163,2912,251,2013,2010
TX-600,"Dallas City & County, Irving CoC",2014,822.04,613.04,3514,3272,242,2014,2010
TX-600,"Dallas City & County, Irving CoC",2015,844.71,624.04,3141,2778,363,2015,2010
TX-600,"Dallas City & County, Irving CoC",2016,884.83,647.23,3810,3071,739,2016,2010
TX-600,"Dallas City & County, Irving CoC",2017,937.41,687.37,3789,2702,1087,2017,2010
TX-600,"Dallas City & County, Irving CoC",2018,995.63,729.58,4121,2780,1341,2018,2010
TX-600,"Dallas City & County, Irving CoC",2019,1059.21,778.53,4538,3086,1452,2019,2010
TX-600,"Dallas City & County, Irving CoC",2020,1113.25,829.59,4471,2852,1619,2020,2020
TX-600,"Dallas City & County, Irving CoC",2021,1189.48,891.72,4570,3138,1432,2021,2020
TX-600,"Dallas City & County, Irving CoC",2022,1319.64,990.49,4410,3030,1380,2022,2020
TX-600,"Dallas City & County, Irving CoC",2023,1416.93,1068.83,4244,3060,1184,2023,2020
TX-600,"Dallas City & County, Irving CoC",2024,1493.61,1126.61,3718,2632,1086,2024,2020
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2010,674.46,515.18,2181,1986,195,2010,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2011,699.13,529.78,2169,2033,136,2011,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2012,718.66,543.86,2123,1987,136,2012,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2013,738.48,556.88,2390,2109,281,2013,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2014,761.33,571.67,2425,2241,184,2014,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2015,781.86,587.55,1914,1697,217,2015,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2016,810.33,612.24,1938,1515,423,2016,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2017,852.98,643.34,1941,1551,390,2017,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2018,908.85,681.19,2015,1337,678,2018,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2019,959.57,725.49,2028,1468,560,2019,2010
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2020,1009.54,765.35,2126,1323,803,2020,2020
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2021,1082.76,828.25,1300,821,479,2021,2020
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2022,1205.95,920.4,1665,1186,479,2022,2020
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2023,1295.34,987.27,2776,1688,1088,2023,2020
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2024,1370.76,1044.64,2463,1496,967,2024,2020
TX-603,El Paso City & County CoC,2010,538.62,367.77,1260,964,296,2010,2010
TX-603,El Paso City & County CoC,2011,569.88,390.72,1331,1149,182,2011,2010
TX-603,El Paso City & County CoC,2012,601.24,411.85,1236,1054,182,2012,2010
TX-603,El Paso City & County CoC,2013,629.05,427.61,1217,1036,181,2013,2010
TX-603,El Paso City & County CoC,2014,646.74,439.83,1260,1079,181,2014,2010
TX-603,El Paso City & County CoC,2015,658.87,448.84,1107,1005,102,2015,2010
TX-603,El Paso City & County CoC,2016,673.12,459.67,1100,987,113,2016,2010
TX-603,El Paso City & County CoC,2017,691.97,484.87,1193,1016,177,2017,2010
TX-603,El Paso City & County CoC,2018,715.54,506.37,892,715,177,2018,2010
TX-603,El Paso City & County CoC,2019,738.83,530.18,809,626,183,2019,2010
TX-603,El Paso City & County CoC,2020,751.46,540.29,843,681,162,2020,2020
TX-603,El Paso City & County CoC,2021,788.56,575.15,528,528,0,2021,2020
TX-603,El Paso City & County CoC,2022,852.33,613.13,836,656,180,2022,2020
TX-603,El Paso City & County CoC,2023,905.38,657.09,1112,944,168,2023,2020
TX-603,El Paso City & County CoC,2024,941.64,659.77,913,724,189,2024,2020
TX-604,Waco/McLennan County CoC,2010,517.25,380.66,312,226,86,2010,2010
TX-604,Waco/McLennan County CoC,2011,534.36,400.17,267,206,61,2011,2010
TX-604,Waco/McLennan County CoC,2012,547.98,408.9,319,258,61,2012,2010
TX-604,Waco/McLennan County CoC,2013,562.74,413.91,295,230,65,2013,2010
TX-604,Waco/McLennan County CoC,2014,572.68,421.47,246,202,44,2014,2010
TX-604,Waco/McLennan County CoC,2015,583.51,433.04,255,191,64,2015,2010
TX-604,Waco/McLennan County CoC,2016,602.12,449.67,267,224,43,2016,2010
TX-604,Waco/McLennan County CoC,2017,625.24,463.96,221,162,59,2017,2010
TX-604,Waco/McLennan County CoC,2018,651.2,485.97,188,130,58,2018,2010
TX-604,Waco/McLennan County CoC,2019,680.63,505.17,193,124,69,2019,2010
TX-604,Waco/McLennan County CoC,2020,691.58,507.78,234,158,76,2020,2020
TX-604,Waco/McLennan County CoC,2021,746.87,532.06,143,102,41,2021,2020
TX-604,Waco/McLennan County CoC,2022,816.72,583.1,195,120,75,2022,2020
TX-604,Waco/McLennan County CoC,2023,861.88,608.62,242,169,73,2023,2020
TX-604,Waco/McLennan County CoC,2024,916.46,638.26,229,173,56,2024,2020
TX-607,Texas Balance of State CoC,2010,548.09,379.59,14827,4366,10461,2010,2010
TX-607,Texas Balance of State CoC,2011,572.56,398.11,14643,4054,10589,2011,2010
TX-607,Texas Balance of State CoC,2012,595.42,413.83,12764,3342,9422,2012,2010
TX-607,Texas Balance of State CoC,2013,615.91,426.37,10128,3938,6190,2013,2010
TX-607,Texas Balance of State CoC,2014,638.9,441.45,9943,4063,5880,2014,2010
TX-607,Texas Balance of State CoC,2015,656.56,454.12,7016,4090,2926,2015,2010
TX-607,Texas Balance of State CoC,2016,684.16,474.23,6048,3660,2388,2016,2010
TX-607,Texas Balance of State CoC,2017,711.95,496.89,7153,3583,3570,2017,2010
TX-607,Texas Balance of State CoC,2018,743.73,513.1,7638,3560,4078,2018,2010
TX-607,Texas Balance of State CoC,2019,774.35,527.99,8072,3416,4656,2019,2010
TX-607,Texas Balance of State CoC,2020,807.07,545.97,9198,3433,5765,2020,2020
TX-607,Texas Balance of State CoC,2021,857.9,586.02,2562,2562,0,2021,2020
TX-607,Texas Balance of State CoC,2022,948.0,634.35,7054,3499,3555,2022,2020
TX-607,Texas Balance of State CoC,2023,1007.45,676.88,9065,3887,5178,2023,2020
TX-607,Texas Balance of State CoC,2024,1056.25,699.08,10081,3713,6368,2024,2020
TX-611,Amarillo CoC,2010,543.88,420.71,578,547,31,2010,2010
TX-611,Amarillo CoC,2011,558.25,433.1,439,399,40,2011,2010
TX-611,Amarillo CoC,2012,569.11,441.91,528,477,51,2012,2010
TX-611,Amarillo CoC,2013,581.71,446.17,516,468,48,2013,2010
TX-611,Amarillo CoC,2014,602.6,461.02,451,448,3,2014,2010
TX-611,Amarillo CoC,2015,620.57,475.87,478,472,6,2015,2010
TX-611,Amarillo CoC,2016,638.16,491.03,592,572,20,2016,2010
TX-611,Amarillo CoC,2017,661.94,512.04,531,419,112,2017,2010
TX-611,Amarillo CoC,2018,684.45,529.38,665,558,107,2018,2010
TX-611,Amarillo CoC,2019,691.85,537.59,777,446,331,2019,2010
TX-611,Amarillo CoC,2020,723.12,554.27,600,403,197,2020,2020
TX-611,Amarillo CoC,2021,775.84,594.54,487,183,304,2021,2020
TX-611,Amarillo CoC,2022,827.59,634.09,661,278,383,2022,2020
TX-611,Amarillo CoC,2023,875.77,669.98,683,272,411,2023,2020
TX-611,Amarillo CoC,2024,900.43,692.32,540,277,263,2024,2020
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2010,490.1,333.65,242,235,7,2010,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2011,502.86,350.4,234,208,26,2011,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2012,523.86,353.64,226,169,57,2012,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2013,534.23,359.55,302,253,49,2013,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2014,548.69,368.08,281,259,22,2014,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2015,557.64,376.43,267,247,20,2015,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2016,584.67,398.45,256,234,22,2016,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2017,604.23,416.55,234,213,21,2017,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2018,615.69,422.79,238,195,43,2018,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2019,614.86,432.08,243,180,63,2019,2010
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2020,641.43,448.57,236,176,60,2020,2020
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2021,673.49,471.12,156,156,0,2021,2020
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2022,722.1,515.23,249,139,110,2022,2020
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2023,770.36,560.38,264,164,100,2023,2020
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2024,799.98,580.5,272,201,71,2024,2020
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2010,700.05,524.76,6368,4249,2119,2010,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2011,729.91,539.8,8471,4053,4418,2011,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2012,754.48,550.85,7187,3363,3824,2012,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2013,780.21,562.54,6359,3381,2978,2013,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2014,803.55,576.85,5308,3017,2291,2014,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2015,830.23,590.08,4609,2659,1950,2015,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2016,870.68,617.29,4031,2835,1196,2016,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2017,916.0,648.55,3605,2477,1128,2017,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2018,966.28,692.58,4143,2529,1614,2018,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2019,1008.44,729.54,3938,2324,1614,2019,2010
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2020,1047.04,762.39,3974,2318,1656,2020,2020
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2021,1096.2,805.14,3047,1537,1510,2021,2020
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2022,1192.3,881.44,3124,1622,1502,2022,2020
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2023,1257.33,922.06,3270,2028,1242,2023,2020
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",2024,1303.13,954.74,3280,2173,1107,2024,2020
TX-701,"Bryan, College Station/Brazos Valley CoC",2010,572.76,425.36,265,181,84,2010,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2011,607.67,452.31,233,169,64,2011,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2012,624.69,469.56,308,191,117,2012,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2013,649.74,485.22,175,136,39,2013,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2014,665.99,494.47,188,138,50,2014,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2015,672.44,504.15,168,155,13,2015,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2016,685.41,515.59,161,150,11,2016,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2017,720.04,532.92,102,89,13,2017,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2018,749.46,559.77,197,126,71,2018,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2019,769.65,576.45,123,102,21,2019,2010
TX-701,"Bryan, College Station/Brazos Valley CoC",2020,782.13,601.52,109,83,26,2020,2020
TX-701,"Bryan, College Station/Brazos Valley CoC",2021,828.75,620.23,49,33,16,2021,2020
TX-701,"Bryan, College Station/Brazos Valley CoC",2022,916.96,667.28,86,53,33,2022,2020
TX-701,"Bryan, College Station/Brazos Valley CoC",2023,960.61,711.15,192,90,102,2023,2020
TX-701,"Bryan, College Station/Brazos Valley CoC",2024,984.18,729.31,118,66,52,2024,2020
UT-500,Salt Lake City & County CoC,2010,746.32,582.29,1968,1739,229,2010,2010
UT-500,Salt Lake City & County CoC,2011,776.18,608.7,2033,1844,189,2011,2010
UT-500,Salt Lake City & County CoC,2012,800.05,622.37,2463,2273,190,2012,2010
UT-500,Salt Lake City & County CoC,2013,823.89,637.49,2133,2034,99,2013,2010
UT-500,Salt Lake City & County CoC,2014,840.5,655.25,2150,2040,110,2014,2010
UT-500,Salt Lake City & County CoC,2015,853.92,662.93,2176,2086,90,2015,2010
UT-500,Salt Lake City & County CoC,2016,884.37,685.25,1891,1834,57,2016,2010
UT-500,Salt Lake City & County CoC,2017,921.3,713.02,2047,1886,161,2017,2010
UT-500,Salt Lake City & County CoC,2018,962.34,741.88,1804,1668,136,2018,2010
UT-500,Salt Lake City & County CoC,2019,1015.27,778.94,1844,1651,193,2019,2010
UT-500,Salt Lake City & County CoC,2020,1072.92,822.29,1958,1690,268,2020,2020
UT-500,Salt Lake City & County CoC,2021,1157.55,890.85,2314,1691,623,2021,2020
UT-500,Salt Lake City & County CoC,2022,1286.59,992.56,2095,1814,281,2022,2020
UT-500,Salt Lake City & County CoC,2023,1388.49,1064.84,2297,1862,435,2023,2020
UT-500,Salt Lake City & County CoC,2024,1472.13,1117.92,2404,1991,413,2024,2020
UT-503,Utah Balance of State CoC,2010,630.32,457.8,952,820,132,2010,2010
UT-503,Utah Balance of State CoC,2011,647.54,465.58,898,701,197,2011,2010
UT-503,Utah Balance of State CoC,2012,662.73,483.99,879,684,195,2012,2010
UT-503,Utah Balance of State CoC,2013,678.71,500.7,891,700,191,2013,2010
UT-503,Utah Balance of State CoC,2014,689.17,507.78,782,614,168,2014,2010
UT-503,Utah Balance of State CoC,2015,699.96,512.4,646,548,98,2015,2010
UT-503,Utah Balance of State CoC,2016,719.44,524.04,738,600,138,2016,2010
UT-503,Utah Balance of State CoC,2017,740.2,537.84,634,558,76,2017,2010
UT-503,Utah Balance of State CoC,2018,776.31,554.87,899,660,239,2018,2010
UT-503,Utah Balance of State CoC,2019,804.65,577.8,793,642,151,2019,2010
UT-503,Utah Balance of State CoC,2020,850.24,597.29,1006,660,346,2020,2020
UT-503,Utah Balance of State CoC,2021,913.53,629.9,1056,617,439,2021,2020
UT-503,Utah Balance of State CoC,2022,1029.42,700.06,1221,744,477,2022,2020
UT-503,Utah Balance of State CoC,2023,1125.95,752.46,1165,728,437,2023,2020
UT-503,Utah Balance of State CoC,2024,1199.56,807.11,1260,761,499,2024,2020
UT-504,Provo/Mountainland CoC,2010,738.25,548.15,364,163,201,2010,2010
UT-504,Provo/Mountainland CoC,2011,768.58,567.17,199,142,57,2011,2010
UT-504,Provo/Mountainland CoC,2012,796.93,591.35,185,95,90,2012,2010
UT-504,Provo/Mountainland CoC,2013,823.79,602.9,253,125,128,2013,2010
UT-504,Provo/Mountainland CoC,2014,830.1,614.13,149,114,35,2014,2010
UT-504,Provo/Mountainland CoC,2015,851.35,629.72,203,165,38,2015,2010
UT-504,Provo/Mountainland CoC,2016,882.6,647.43,178,137,41,2016,2010
UT-504,Provo/Mountainland CoC,2017,913.29,673.03,171,130,41,2017,2010
UT-504,Provo/Mountainland CoC,2018,960.79,703.03,173,128,45,2018,2010
UT-504,Provo/Mountainland CoC,2019,1011.14,735.62,161,97,64,2019,2010
UT-504,Provo/Mountainland CoC,2020,1059.09,764.42,167,77,90,2020,2020
UT-504,Provo/Mountainland CoC,2021,1139.41,824.53,195,102,93,2021,2020
UT-504,Provo/Mountainland CoC,2022,1252.71,913.25,241,126,115,2022,2020
UT-504,Provo/Mountainland CoC,2023,1347.17,964.89,225,117,108,2023,2020
UT-504,Provo/Mountainland CoC,2024,1430.01,1019.15,205,109,96,2024,2020
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2010,761.48,592.19,1012,962,50,2010,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2011,789.72,612.13,1084,1039,45,2011,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2012,808.27,624.04,933,858,75,2012,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2013,820.52,637.34,881,825,56,2013,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2014,835.23,650.68,846,781,65,2014,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2015,842.43,655.31,818,732,86,2015,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2016,867.71,674.9,762,692,70,2016,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2017,896.31,700.21,662,509,153,2017,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2018,935.2,725.98,609,505,104,2018,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2019,975.72,756.37,497,327,170,2019,2010
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2020,1016.33,773.93,546,416,130,2020,2020
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2021,1072.06,816.59,834,736,98,2021,2020
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2022,1165.81,889.94,697,612,85,2022,2020
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2023,1246.17,952.06,690,502,188,2023,2020
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2024,1315.83,995.14,681,475,206,2024,2020
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2010,736.45,542.5,625,541,84,2010,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2011,791.53,581.0,609,550,59,2011,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2012,816.9,605.23,652,567,85,2012,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2013,837.9,627.82,742,697,45,2013,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2014,854.26,641.81,668,630,38,2014,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2015,871.85,641.89,735,680,55,2015,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2016,873.99,653.98,723,638,85,2016,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2017,891.01,667.55,703,634,69,2017,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2018,916.97,685.88,773,693,80,2018,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2019,947.38,709.27,700,614,86,2019,2010
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2020,971.07,727.61,709,644,65,2020,2020
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2021,1014.29,755.53,564,564,0,2021,2020
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2022,1097.34,815.42,738,658,80,2022,2020
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2023,1159.88,833.29,653,543,110,2023,2020
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",2024,1205.54,869.18,670,547,123,2024,2020
VA-502,"Roanoke City & County, Salem CoC",2010,557.05,421.15,518,500,18,2010,2010
VA-502,"Roanoke City & County, Salem CoC",2011,569.83,431.9,536,526,10,2011,2010
VA-502,"Roanoke City & County, Salem CoC",2012,583.98,439.11,561,523,38,2012,2010
VA-502,"Roanoke City & County, Salem CoC",2013,592.53,439.16,442,425,17,2013,2010
VA-502,"Roanoke City & County, Salem CoC",2014,600.01,452.65,440,433,7,2014,2010
VA-502,"Roanoke City & County, Salem CoC",2015,622.33,459.16,390,378,12,2015,2010
VA-502,"Roanoke City & County, Salem CoC",2016,634.91,478.44,308,301,7,2016,2010
VA-502,"Roanoke City & County, Salem CoC",2017,659.72,505.93,267,250,17,2017,2010
VA-502,"Roanoke City & County, Salem CoC",2018,684.14,520.65,317,306,11,2018,2010
VA-502,"Roanoke City & County, Salem CoC",2019,705.14,530.44,319,304,15,2019,2010
VA-502,"Roanoke City & County, Salem CoC",2020,711.81,531.5,276,246,30,2020,2020
VA-502,"Roanoke City & County, Salem CoC",2021,765.43,568.08,250,238,12,2021,2020
VA-502,"Roanoke City & County, Salem CoC",2022,818.9,611.81,216,178,38,2022,2020
VA-502,"Roanoke City & County, Salem CoC",2023,857.56,628.78,334,297,37,2023,2020
VA-502,"Roanoke City & County, Salem CoC",2024,913.54,660.27,401,325,76,2024,2020
VA-503,Virginia Beach CoC,2010,1013.14,804.4,517,435,82,2010,2010
VA-503,Virginia Beach CoC,2011,1058.59,839.27,427,333,94,2011,2010
VA-503,Virginia Beach CoC,2012,1080.31,856.86,440,349,91,2012,2010
VA-503,Virginia Beach CoC,2013,1089.44,867.05,456,389,67,2013,2010
VA-503,Virginia Beach CoC,2014,1104.25,876.83,440,382,58,2014,2010
VA-503,Virginia Beach CoC,2015,1107.22,874.77,419,361,58,2015,2010
VA-503,Virginia Beach CoC,2016,1121.13,890.57,389,339,50,2016,2010
VA-503,Virginia Beach CoC,2017,1160.75,916.72,349,271,78,2017,2010
VA-503,Virginia Beach CoC,2018,1192.33,940.3,243,171,72,2018,2010
VA-503,Virginia Beach CoC,2019,1217.92,962.49,260,206,54,2019,2010
VA-503,Virginia Beach CoC,2020,1235.79,977.44,319,225,94,2020,2020
VA-503,Virginia Beach CoC,2021,1286.2,1027.51,348,317,31,2021,2020
VA-503,Virginia Beach CoC,2022,1396.93,1114.98,352,295,57,2022,2020
VA-503,Virginia Beach CoC,2023,1461.49,1158.52,313,233,80,2023,2020
VA-503,Virginia Beach CoC,2024,1538.73,1213.88,311,228,83,2024,2020
VA-504,Charlottesville CoC,2010,802.38,614.46,228,201,27,2010,2010
VA-504,Charlottesville CoC,2011,848.51,641.02,213,195,18,2011,2010
VA-504,Charlottesville CoC,2012,870.7,646.5,191,164,27,2012,2010
VA-504,Charlottesville CoC,2013,890.03,670.81,195,167,28,2013,2010
VA-504,Charlottesville CoC,2014,897.19,678.08,204,178,26,2014,2010
VA-504,Charlottesville CoC,2015,884.86,683.67,185,160,25,2015,2010
VA-504,Charlottesville CoC,2016,912.61,693.91,157,135,22,2016,2010
VA-504,Charlottesville CoC,2017,944.32,720.38,160,137,23,2017,2010
VA-504,Charlottesville CoC,2018,983.09,733.87,183,155,28,2018,2010
VA-504,Charlottesville CoC,2019,1021.11,761.87,165,139,26,2019,2010
VA-504,Charlottesville CoC,2020,1071.41,797.66,188,162,26,2020,2020
VA-504,Charlottesville CoC,2021,1163.22,840.94,177,149,28,2021,2020
VA-504,Charlottesville CoC,2022,1253.13,913.31,266,240,26,2022,2020
VA-504,Charlottesville CoC,2023,1318.75,944.32,191,157,34,2023,2020
VA-504,Charlottesville CoC,2024,1383.59,1004.23,125,106,19,2024,2020
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2010,797.3,616.22,607,573,34,2010,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2011,846.55,654.95,736,634,102,2011,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2012,866.09,663.55,681,620,61,2012,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2013,883.3,680.18,533,494,39,2013,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2014,884.52,687.28,525,497,28,2014,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2015,889.67,684.78,520,450,70,2015,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2016,910.15,699.9,464,407,57,2016,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2017,924.78,714.23,512,432,80,2017,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2018,949.96,738.84,439,369,70,2018,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2019,982.6,762.28,427,375,52,2019,2010
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2020,988.43,768.95,425,363,62,2020,2020
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2021,1031.8,807.33,322,292,30,2021,2020
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2022,1121.93,874.93,419,381,38,2022,2020
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2023,1193.9,911.67,480,445,35,2023,2020
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",2024,1245.2,945.46,412,362,50,2024,2020
VA-507,Portsmouth CoC,2010,654.13,550.89,210,178,32,2010,2010
VA-507,Portsmouth CoC,2011,707.55,563.57,265,165,100,2011,2010
VA-507,Portsmouth CoC,2012,723.15,566.26,332,154,178,2012,2010
VA-507,Portsmouth CoC,2013,721.6,586.94,247,158,89,2013,2010
VA-507,Portsmouth CoC,2014,750.54,610.66,160,117,43,2014,2010
VA-507,Portsmouth CoC,2015,743.88,603.86,174,127,47,2015,2010
VA-507,Portsmouth CoC,2016,752.08,614.93,169,124,45,2016,2010
VA-507,Portsmouth CoC,2017,762.45,627.48,151,96,55,2017,2010
VA-507,Portsmouth CoC,2018,799.32,647.57,135,107,28,2018,2010
VA-507,Portsmouth CoC,2019,834.57,659.92,119,108,11,2019,2010
VA-507,Portsmouth CoC,2020,853.18,675.72,149,113,36,2020,2020
VA-507,Portsmouth CoC,2021,896.51,722.6,92,76,16,2021,2020
VA-507,Portsmouth CoC,2022,961.3,804.54,120,99,21,2022,2020
VA-507,Portsmouth CoC,2023,997.19,801.45,117,77,40,2023,2020
VA-507,Portsmouth CoC,2024,1035.11,840.66,123,71,52,2024,2020
VA-508,Lynchburg CoC,2010,486.32,363.2,255,211,44,2010,2010
